tagnum,Easting,Northing,elevation,precision
%d,%f,%f,%f,%s
230500,653448.7838,4859056.048,103.471,20CM
230501,652143.0189,4860975.107,135.42591,20CM
230502,653447.4034,4859057.558,103.41676,20CM
230503,653422.8487,4859063.725,103.6853,20CM
230507,653423.5581,4859060.811,103.63862,20CM
230510,652143.2059,4860970.669,135.37551,20CM
230513,653447.1622,4859056.734,103.53108,20CM
230527,652166.4167,4860973.985,134.91786,20CM
230532,652172.9476,4860979.409,134.95918,20CM
230542,652168.3173,4860973.558,134.96806,20CM
230544,653445.0704,4859056.315,103.63508,X
230549,653445.5604,4859057.141,103.60417,20CM
230550,652170.9042,4860976.117,134.99899,20CM
230555,653450.5394,4859055.189,103.54362,20CM
230561,652167.0738,4860974.23,134.94222,20CM
230562,652142.6969,4860972.6,135.44448,20CM
230564,653445.5218,4859055.976,103.66808,20CM
230565,653421.4979,4859063.845,103.68535,20CM
230568,652142.5535,4860972.242,135.45027,20CM
230569,653443.1195,4859056.557,103.70451,X
230570,653418.6418,4859068.618,103.7456,20CM
230572,652141.9769,4860976.102,135.20082,20CM
230573,652167.1354,4860974.771,134.86058,20CM
230575,653421.7744,4859067.317,103.71775,X
230576,652141.9816,4860977.331,135.47031,20CM
230578,653448.6969,4859057.011,103.45708,20CM
230580,652144.0632,4860970.8,135.47034,20CM
230582,652140.1512,4860978.38,135.26998,20CM
230594,653422.6649,4859061.029,103.61006,20CM
230597,652143.307,4860972.901,135.46806,20CM
230607,652174.3217,4860978.048,134.83654,20CM
230608,652142.4488,4860976.348,135.36293,20CM
230610,652142.0383,4860973.009,135.45574,20CM
230615,652142.0192,4860975.208,135.37465,20CM
230624,652143.374,4860970.317,135.36944,20CM
230628,653420.0296,4859067.34,103.75277,20CM
230633,653445.4516,4859057.769,103.45782,20CM
230636,652141.6281,4860974.006,135.49994,20CM
230639,652173.6309,4860977.517,134.89674,20CM
230641,653447.7256,4859055.499,103.50695,20CM
230643,653450.4322,4859056.187,103.41361,20CM
230644,653422.8765,4859064.666,103.72914,20CM
230647,652143.0251,4860970.555,135.40042,20CM
230648,652172.4722,4860976.973,135.05154,20CM
230649,652169.1665,4860976.088,134.96889,20CM
230651,652170.89,4860977.153,134.97406,20CM
230657,653424.2011,4859061.704,103.7418,20CM
230659,653450.447,4859057.064,103.31002,20CM
230660,652142.0615,4860973.957,135.42048,20CM
230661,653422.8837,4859060.026,103.6607,20CM
230662,653419.9448,4859068.214,103.66216,20CM
230666,652166.5046,4860973.514,134.99187,20CM
230668,653450.2076,4859055.434,103.49603,20CM
230670,653449.3039,4859055.066,103.59661,20CM
230682,652172.4233,4860976.754,134.9497,20CM
230684,653422.6228,4859062.297,103.5755,20CM
230687,653441.6701,4859055.895,103.66819,20CM
230691,653448.4255,4859057.016,103.47804,20CM
230697,653452.9804,4859056.533,103.24014,20CM
230698,653422.8353,4859064.936,103.73478,20CM
230703,652142.3904,4860975.878,135.30646,20CM
230712,653423.1574,4859063.889,103.68858,20CM
230718,652166.8683,4860972.81,134.96122,20CM
230732,653444.2924,4859054.727,103.55764,20CM
230739,653443.6845,4859055.203,103.52823,20CM
230741,653420.1371,4859068.009,103.68012,20CM
230743,652142.505,4860969.781,135.34256,20CM
230750,652172.5029,4860979.032,135.02586,20CM
230755,653421.3888,4859062.733,103.64439,20CM
230763,653421.9767,4859064.968,103.73687,20CM
230783,653442.4458,4859056.335,103.68641,20CM
230784,652143.1927,4860971.555,135.43736,20CM
230786,653421.5016,4859063.636,103.66341,20CM
230789,653448.2331,4859056.589,103.46667,20CM
230797,653421.0851,4859065.952,103.65466,20CM
230799,653423.1204,4859060.254,103.67603,20CM
230800,653420.4361,4859067.114,103.66569,20CM
230803,653422.4158,4859058.859,103.61944,20CM
230806,653450.7145,4859056.36,103.34763,20CM
230809,653443.4851,4859056.554,103.68371,20CM
