tagnum,Easting,Northing,elevation,precision
230660,652142.2725,4860973.744,135.44259,20CM
230661,653422.9849,4859059.67,103.68499,20CM
230662,653419.904,4859068.254,103.66146,20CM
230666,652166.6443,4860973.464,134.93707,20CM
230668,653450.0025,4859055.391,103.50263,20CM
230670,653449.3096,4859055.193,103.5796,20CM
230672,652142.6953,4860973.178,135.44474,20CM
230682,652172.2677,4860976.798,134.94325,20CM
230684,653422.5707,4859062.48,103.56567,20CM
230687,653441.4398,4859055.827,103.6506,X
230691,653448.3918,4859057.091,103.50209,20CM
230697,653452.8467,4859056.458,103.26341,20CM
230698,653422.8811,4859065.106,103.69973,20CM
230703,652142.4004,4860975.913,135.28046,20CM
230712,653423.3055,4859063.837,103.71301,20CM
230718,652166.7427,4860972.855,134.92952,20CM
230732,653444.3285,4859054.575,103.50077,20CM
230739,653443.9813,4859055.2,103.55885,20CM
230741,653420.0315,4859068.022,103.66996,20CM
230643,653450.7376,4859055.795,103.50801,20CM
230743,652142.4988,4860970.009,135.37069,20CM
230750,652172.4751,4860978.995,134.93688,20CM
230755,653421.4114,4859062.831,103.62373,20CM
230763,653422.0772,4859064.981,103.74921,20CM
230772,653449.8248,4859057.279,103.39999,20CM
230781,653448.5744,4859056.574,103.40592,20CM
230783,653442.4041,4859056.181,103.68579,20CM
230784,652143.3272,4860971.464,135.41438,20CM
230786,653421.7739,4859063.568,103.61277,20CM
230799,653423.1331,4859060.098,103.67133,20CM
230800,653420.4893,4859067.12,103.64664,20CM
230803,653422.5041,4859058.883,103.61014,20CM
230806,653450.6193,4859056.339,103.3443,20CM
230809,653443.4343,4859056.562,103.70331,20CM
230811,652168.4848,4860974.865,134.85275,20CM
230821,652167.4791,4860972.741,134.87063,20CM
230824,653419.1092,4859068.141,103.74427,20CM
230825,653422.7144,4859061.975,103.52785,20CM
230826,653420.4208,4859068.724,103.67367,20CM
230829,653441.2073,4859054.031,103.51208,20CM
230830,653441.0525,4859056.498,103.60323,20CM
230838,653441.8941,4859055.036,103.65903,20CM
230840,652140.8696,4860979.105,135.24896,20CM
230844,653442.6512,4859054.737,103.67303,20CM
230852,653420.4542,4859066.701,103.65452,20CM
230853,653444.5386,4859057.228,103.59754,20CM
230854,653449.357,4859058.669,103.47536,20CM
230855,653447.33,4859056.188,103.54419,20CM
230857,653440.9433,4859054.969,103.57387,20CM
230864,652169.4657,4860974.61,134.99902,20CM
230867,653444.2636,4859056.084,103.69723,20CM
230869,653442.0039,4859054.679,103.66973,20CM
230872,652143.3103,4860969.784,135.30553,20CM
230873,652173.0211,4860976.252,134.93565,20CM
230883,652168.6959,4860974.767,134.8429,20CM
230887,652142.6941,4860975.027,135.39584,20CM
230891,652140.954,4860977.838,135.28777,20CM
230894,652141.1753,4860976.188,135.30595,20CM
230895,653419.6551,4859068.564,103.70354,20CM
230897,653445.2742,4859055.191,103.51649,20CM
230900,652143.0693,4860975.385,135.39392,20CM
230901,653422.1571,4859066.633,103.66311,20CM
230903,653420.1853,4859066.27,103.7319,20CM
230912,653442.3313,4859054.224,103.5855,20CM
230914,653445.8053,4859056.067,103.58904,20CM
230919,652143.8529,4860969.341,135.24632,20CM
230923,653421.1987,4859064.382,103.70651,20CM
230933,653449.032,4859056.281,103.41315,20CM
230935,653422.329,4859065.811,103.70004,20CM
230942,653443.1737,4859054.396,103.62358,20CM
230944,653422.8518,4859062.807,103.6067,20CM
230947,653421.4371,4859065.932,103.64084,20CM
230950,653453.1236,4859056.292,103.27755,20CM
230953,653421.7322,4859063.034,103.56217,20CM
230956,653448.6246,4859056.053,103.46131,20CM
230958,653420.6139,4859065.692,103.72816,20CM
230960,653450.1663,4859056.644,103.3468,20CM
230963,653441.3112,4859054.669,103.56014,20CM
230965,652167.4846,4860974.143,134.97588,20CM
230966,653419.0471,4859068.619,103.73277,20CM
230967,652172.3807,4860977.098,134.99321,20CM
230970,652141.6681,4860976.1,135.23071,20CM
230973,652169.3205,4860976.574,134.99262,20CM
230975,652169.029,4860974.833,134.85916,20CM
230976,652172.9388,4860978.336,134.92482,20CM
230977,652174.4743,4860977.778,134.78704,20CM
230978,652172.6212,4860976.936,134.93052,20CM
230983,652143.2566,4860975.099,135.4694,20CM
230984,653444.0122,4859055.502,103.5958,20CM
230986,653446.9572,4859054.947,103.55528,20CM
230987,652142.7878,4860974.573,135.45001,20CM
230990,653422.3445,4859062.437,103.54987,20CM
230992,652143.1097,4860971.279,135.4239,20CM
230994,652167.5251,4860972.995,134.83456,20CM
230998,652172.4445,4860977.783,134.96305,20CM
231003,653446.1133,4859056.923,103.6098,20CM
231004,652141.2546,4860978.765,135.26075,20CM
231006,652169.0261,4860976.389,134.977,20CM
231008,652173.8323,4860978.4,134.92033,20CM
231009,652142.8449,4860975.194,135.39506,20CM
231010,652142.8423,4860975.763,135.34638,20CM
231015,652173.2689,4860979.207,134.94713,20CM
231018,652142.6939,4860972.074,135.42721,20CM
231020,653419.2322,4859068.414,103.7031,20CM
231021,653423.0383,4859060.806,103.39061,20CM
231023,652142.6446,4860970.892,135.45242,20CM
231025,652171.6933,4860976.751,135.00523,20CM
231029,653419.2209,4859068.928,103.73667,20CM
231030,652173.655,4860977.202,134.88099,20CM
231032,652143.9222,4860971.234,135.53877,20CM
231033,652141.1676,4860977.828,135.29135,20CM
231034,652168.9299,4860975.972,134.93539,20CM
231040,652143.8044,4860969.886,135.32001,20CM
231041,653448.6921,4859055.288,103.52828,20CM
231042,653419.9355,4859067.792,103.70027,20CM
231043,652168.0819,4860974.848,135.12667,20CM
231044,653419.6406,4859067.848,103.70458,20CM
231049,652142.0157,4860976.824,135.32414,20CM
231050,652143.0241,4860969.621,135.28564,20CM
231053,653421.6309,4859065,103.69638,20CM
231054,653421.2776,4859063.092,103.66643,20CM
231056,652172.7096,4860976.086,134.98401,20CM
231057,653423.1553,4859062.849,103.67687,20CM
231058,652174.001,4860977.287,134.84535,20CM
231059,652171.4526,4860977.83,134.98238,20CM
231060,652172.87,4860977.447,134.91962,20CM
231061,652141.4032,4860976.598,135.21063,20CM
231062,653444.9829,4859055.315,103.56341,20CM
231064,652170.3854,4860977.673,135.10297,20CM
231066,652144.1206,4860969.726,135.33413,20CM
231067,653442.2768,4859054.579,103.64624,20CM
231070,652168.2731,4860975.68,134.92721,20CM
231071,652140.701,4860978.229,135.24298,20CM
231073,652173.432,4860977.885,134.93866,20CM
231075,652141.2842,4860976.288,135.24472,20CM
231077,652170.0028,4860974.855,135.02331,20CM
231078,653419.4677,4859066.553,103.78214,20CM
231079,652141.5289,4860978.917,135.38289,20CM
231080,652141.5531,4860978.178,135.42427,20CM
231081,652167.5026,4860974.567,134.91148,20CM
231082,652141.5554,4860977.508,135.36705,20CM
231083,652143.4442,4860972.112,135.46887,20CM
231084,653418.7766,4859067.744,103.79908,20CM
231085,652143.4633,4860970.824,135.46409,20CM
231086,652167.332,4860973.443,134.97812,20CM
231088,652166.2047,4860972.793,134.86991,20CM
231089,652143.6847,4860972.041,135.48135,20CM
231090,652143.5629,4860972.582,135.48046,20CM
231092,652141.974,4860975.762,135.3023,20CM
231094,652171.0704,4860975.652,134.99834,20CM
231095,652168.5861,4860975.554,134.87857,20CM
231096,652172.2578,4860975.821,135.00839,20CM
231097,652167.6291,4860973.191,134.88238,20CM
231099,652142.8561,4860971.341,135.42519,20CM
231100,652170.3182,4860976.923,134.9753,20CM
231101,652142.7693,4860969.293,135.28885,20CM
231102,652141.9599,4860971.79,135.47931,20CM
231103,652168.7393,4860973.8,134.92355,20CM
231104,652141.0247,4860978.054,135.24574,20CM
231105,653444.4238,4859055.178,103.51718,20CM
231106,652142.3448,4860973.025,135.43314,20CM
231109,652142.8629,4860972.696,135.47086,20CM
231110,652172.3674,4860978.287,134.97539,20CM
231111,652140.8105,4860977.357,135.32505,20CM
231112,652142.7045,4860975.784,135.31793,20CM
231113,652141.233,4860977.204,135.25013,20CM
231115,652169.2136,4860974.396,134.90876,20CM
231116,652171.635,4860978.438,134.94325,20CM
231119,652171.254,4860977.418,135.03601,20CM
231121,652142.153,4860974.113,135.47651,20CM
231124,652142.641,4860973.314,135.48666,20CM
231125,652143.1308,4860973.958,135.47038,20CM
231126,653420.567,4859066.335,103.65612,20CM
231129,652140.4356,4860978.473,135.25272,20CM
231130,653422.4366,4859062.723,103.58482,20CM
231131,653420.8545,4859066.602,103.62911,20CM
231133,653422.7221,4859065.463,103.69028,20CM
231134,653420.1234,4859066.704,103.72399,20CM
231135,652169.2405,4860976.465,134.99568,20CM
231137,652142.0354,4860977.64,135.49077,20CM
231139,653447.5102,4859056.841,103.50838,20CM
231140,652141.6665,4860976.736,135.22987,20CM
231142,653444.6765,4859056.391,103.70311,20CM
231144,652142.3626,4860975.199,135.36929,20CM
231146,652141.8554,4860978.406,135.51156,20CM
231147,652142.5149,4860973.962,135.44925,20CM
231150,652142.593,4860973.503,135.42965,20CM
231154,652165.8292,4860973.47,134.93021,20CM
231155,652167.2309,4860973.869,134.95222,20CM
231157,653420.6967,4859064.615,103.69536,20CM
231158,652173.0458,4860977.433,134.92603,20CM
231159,652167.6512,4860972.486,134.8743,20CM
231160,652171.3581,4860976.582,134.99129,20CM
231161,652142.2512,4860970.827,135.42268,20CM
231163,653422.0465,4859062.733,103.5744,20CM
231165,653423.5761,4859058.078,103.65467,20CM
231170,653443.4817,4859055.168,103.57568,20CM
231173,653445.4596,4859057.407,103.527,20CM
231179,653421.8131,4859061.201,103.62629,20CM
231180,653422.4319,4859058.3,103.61447,20CM
231185,653422.0501,4859064.471,103.6999,20CM
231187,653445.803,4859057.231,103.58198,20CM
231192,653421.9381,4859065.234,103.7208,20CM
231193,653423.3422,4859060.232,103.42832,20CM
231195,653440.718,4859056.503,103.5963,20CM
231196,653419.2567,4859066.876,103.77639,20CM
231198,653450.8112,4859056.607,103.30373,20CM
231199,653422.4454,4859065.876,103.67586,20CM
231202,653445.3608,4859055.699,103.61019,20CM
231204,653443.1761,4859055.876,103.68594,20CM
231205,653441.7082,4859055.296,103.70753,20CM
231206,653419.6643,4859067.436,103.75492,20CM
231209,653421.4497,4859064.24,103.70125,20CM
231210,653422.7303,4859061.496,103.5813,20CM
231211,653422.0929,4859062.135,103.57376,20CM
231212,653421.8197,4859066.271,103.72232,20CM
231213,653423.2177,4859061.425,103.34725,20CM
231217,653422.2019,4859063.04,103.59918,20CM
231224,653422.2527,4859059.673,103.66829,20CM
231228,653444.2301,4859057.114,103.6581,20CM
231229,653445.7455,4859056.68,103.63607,20CM
231232,653453.8871,4859056.367,103.23532,20CM
231237,653449.5631,4859055.982,103.43376,20CM
231238,653442.0883,4859055.479,103.5992,20CM
231240,653422.4098,4859060.235,103.44109,20CM
231241,653444.6298,4859055.336,103.53708,20CM
231255,653444.809,4859055.768,103.62174,20CM
231259,653422.6699,4859060.653,103.38724,20CM
231260,653421.221,4859066.375,103.62499,20CM
231261,653441.8906,4859055.869,103.62255,20CM
231262,653421.1607,4859064.932,103.68234,20CM
231266,653448.5101,4859056.494,103.48607,20CM
231269,653444.9449,4859056.891,103.59994,20CM
231271,653443.4189,4859054.632,103.63878,20CM
231280,653421.043,4859065.599,103.66638,20CM
231283,653448.2558,4859056.171,103.43268,20CM
231286,653420.0691,4859068.886,103.64895,20CM
231292,653423.8056,4859060.589,103.68562,20CM
231294,653421.3002,4859063.388,103.66676,20CM
231302,653421.6038,4859063.23,103.61136,20CM
231303,653445.375,4859055.483,103.57645,20CM
231311,653449.0343,4859056.659,103.41139,20CM
231314,653423.5952,4859062.498,103.65986,20CM
231320,653418.257,4859068.405,103.73651,20CM
231329,653419.0251,4859067.441,103.77695,20CM
231338,653418.8983,4859067.998,103.76909,20CM
231339,653421.0733,4859065.989,103.63689,20CM
231344,653419.8805,4859066.375,103.739,20CM
231354,653423.3694,4859061.139,103.38514,20CM
231376,653448.2392,4859057.897,103.45285,20CM
231377,653420.9344,4859064.229,103.81362,X
231381,653442.8366,4859055.783,103.6953,20CM
231382,653444.8472,4859055.311,103.55297,20CM
231383,653423.8902,4859060.535,103.63469,20CM
231385,653446.236,4859056.173,103.57859,20CM
231386,653450.0272,4859056.184,103.41122,20CM
231391,653422.9912,4859061.691,103.57032,20CM
231392,653446.57,4859056.797,103.55165,20CM
231396,653422.2419,4859063.88,103.65453,20CM
231410,653442.9819,4859056.782,103.69524,20CM
231412,653420.3386,4859068.447,103.65886,20CM
231413,653421.7005,4859065.841,103.69635,20CM
231423,653440.8926,4859055.326,103.64261,20CM
231425,653420.7853,4859067.019,103.65859,20CM
231426,653443.2586,4859056.924,103.674,20CM
231427,653420.996,4859065.068,103.64316,20CM
231433,653447.9644,4859057.668,103.45341,20CM
231434,653449.2585,4859056.653,103.39372,20CM
231435,653422.4288,4859061.784,103.56917,20CM
231444,653422.88,4859063.368,103.69191,20CM
231446,653447.945,4859056.18,103.45188,20CM
231453,653423.5085,4859063.055,103.68822,20CM
231455,653443.9492,4859056.434,103.66295,20CM
231465,653422.3254,4859065.192,103.75045,20CM
231469,653421.3621,4859064.857,103.68916,20CM
231475,653420.7342,4859068.037,103.68782,20CM
231481,653450.1704,4859058.126,103.4066,20CM
231483,653423.9389,4859061.204,103.69107,20CM
231494,653450.5905,4859057.62,103.40268,20CM
231495,653419.4406,4859067.109,103.8428,X
231505,653448.9249,4859055.723,103.48875,20CM
231509,653422.7627,4859064.277,103.78823,X
231510,653441.3799,4859055.311,103.71041,X
231513,653446.1886,4859054.814,103.51954,20CM
231525,653441.5456,4859056.683,103.65788,20CM
231526,653423.3796,4859062.708,103.6566,20CM
231532,653448.7524,4859056.353,103.46808,20CM
231533,653443.7348,4859056.888,103.73051,20CM
231537,653421.1498,4859063.713,103.68686,20CM
231542,653443.6922,4859056.018,103.66064,20CM
231543,653447.508,4859055.676,103.59721,20CM
231550,653449.4906,4859057.105,103.42989,20CM
231552,653423.1512,4859063.569,103.67833,20CM
231559,653447.4113,4859056.471,103.50946,20CM
231566,653420.986,4859067.623,103.66434,20CM
231568,653449.2792,4859057.448,103.44711,20CM
231571,653442.473,4859055.637,103.67182,20CM
231578,653422.8555,4859062.414,103.58292,20CM
231584,653420.1239,4859065.286,103.78551,20CM
231585,653420.6446,4859067.579,103.70975,20CM
231589,653419.6713,4859068.998,103.66713,20CM
231590,653449.5817,4859057.741,103.44339,20CM
231593,653421.7082,4859062.669,103.5611,20CM
231596,653420.26,4859067,103.70708,20CM
231598,653442.9636,4859054.976,103.67112,20CM
231602,653442.136,4859055.065,103.7178,20CM
231603,653445.7079,4859055.641,103.5672,20CM
231605,653448.1935,4859057.325,103.52392,20CM
231607,653445.9494,4859055.761,103.5772,20CM
231612,653442.5775,4859055.382,103.64938,20CM
231614,653445.2454,4859054.651,103.5453,20CM
231621,653421.6125,4859064.49,103.68389,20CM
231622,653444.4015,4859055.663,103.66233,X
231623,653441.3162,4859056.05,103.67498,20CM
231632,653448.7098,4859056.933,103.46418,20CM
231639,653440.7923,4859056.228,103.58941,20CM
231645,653423.6899,4859061.84,103.67778,20CM
231646,653421.3965,4859066.803,103.70642,20CM
231648,653421.7092,4859066.987,103.71445,20CM
231650,652141.9166,4860977.886,135.53284,20CM
231651,652167.844,4860975.211,134.89496,20CM
231653,652169.1137,4860974.889,134.88514,20CM
231654,652167.5806,4860973.613,134.98465,20CM
231655,652141.1724,4860978.332,135.2153,20CM
231656,652168.6496,4860975.068,134.87004,20CM
231657,652142.4874,4860975.121,135.37181,20CM
231658,652142.1959,4860975.861,135.29231,20CM
231659,652143.1004,4860970.996,135.47831,20CM
231660,652143.3852,4860974.125,135.61292,X
231661,652143.7869,4860971.321,135.48382,20CM
231662,652142.5023,4860971.838,135.42189,20CM
231663,652142.7087,4860971.716,135.42006,20CM
231664,652143.6741,4860971.802,135.44359,20CM
231665,652141.951,4860975.609,135.41164,20CM
231666,652171.934,4860978.709,134.89605,20CM
231667,652168.271,4860973.899,134.95826,20CM
231668,652167.0637,4860974.042,134.96415,20CM
231669,652141.7451,4860974.403,135.43834,20CM
231670,652140.6216,4860977.962,135.27053,20CM
231671,652173.2742,4860978.842,135.07132,20CM
231672,652142.2866,4860976.232,135.29239,20CM
231673,652173.2026,4860978.287,134.88594,20CM
231674,652143.8568,4860970.573,135.4433,20CM
231675,652172.3128,4860978.701,135.05123,X
231676,652142.1312,4860975.004,135.45535,X
231677,652167.9395,4860973.822,134.9494,20CM
231678,652170.2364,4860975.803,134.91819,20CM
231679,652142.6975,4860976.784,135.46063,20CM
231680,652141.4929,4860976.666,135.2082,20CM
231681,652141.9839,4860973.85,135.47399,20CM
231682,652171.2243,4860978.298,135.07283,20CM
231683,652168.0773,4860975.385,134.85493,20CM
231684,652170.8656,4860975.95,135.00356,20CM
231685,652172.3605,4860976.467,134.94233,20CM
231686,652170.6052,4860975.405,134.99441,20CM
231687,652141.9209,4860977.599,135.45731,20CM
231688,652173.0266,4860977.425,134.92303,20CM
231689,652172.463,4860977.43,134.95441,20CM
231690,652142.4296,4860970.301,135.37272,20CM
231691,652173.8713,4860976.895,134.87781,20CM
231692,652171.3071,4860976.856,134.99828,20CM
231693,652142.3633,4860973.275,135.437,20CM
231694,652142.1586,4860972.027,135.47315,20CM
231695,652140.4203,4860977.211,135.34178,20CM
231696,652143.5523,4860972.939,135.48747,20CM
231697,652167.8002,4860974.281,134.95309,20CM
231698,652141.436,4860975.745,135.32324,20CM
231699,652143.2416,4860973.351,135.47512,20CM
231700,652167.1708,4860973.24,134.95386,20CM
231701,652144.4576,4860969.709,135.31868,20CM
231702,652171.9063,4860978.019,134.93309,20CM
231703,652142.3459,4860971.103,135.57337,X
231704,652142.6859,4860974.374,135.42366,20CM
231705,652169.3842,4860974.938,134.99381,20CM
231707,652142.0038,4860972.323,135.48406,20CM
231708,652166.3485,4860973.304,134.99202,20CM
231709,652173.9011,4860977.716,134.90562,20CM
231711,652170.5291,4860976.973,134.96761,20CM
231712,652172.9027,4860979.676,135.03104,20CM
231713,652170.684,4860977.393,135.02147,20CM
231714,652143.8973,4860969.598,135.3026,20CM
231715,652165.9147,4860972.946,134.96645,20CM
231716,652170.9062,4860977.982,135.01261,20CM
231717,652169.5681,4860975.575,134.88483,20CM
231718,652142.9981,4860973.708,135.46993,20CM
231719,652172.7476,4860978.179,134.96946,20CM
231720,652167.5991,4860974.99,134.82098,20CM
231721,652169.7726,4860976.546,134.93796,20CM
231722,652170.2692,4860977.443,135.09238,20CM
231723,652142.0791,4860975.793,135.332,20CM
231724,652141.2211,4860979.188,135.34412,20CM
231725,652140.9305,4860977.108,135.30284,20CM
231726,652139.7329,4860978.227,135.36924,20CM
231727,652166.7407,4860973.422,134.91636,20CM
231728,652167.4728,4860974.348,134.98328,20CM
231729,652142.7054,4860969.486,135.28417,20CM
231730,652140.88,4860978.332,135.23612,20CM
231731,652141.1187,4860976.595,135.30884,20CM
231732,652166.5069,4860973.077,134.91608,20CM
231733,652143.5372,4860970.295,135.36804,20CM
231735,652141.5975,4860975.497,135.3574,20CM
231736,652143.4537,4860972.349,135.48438,20CM
231737,652143.1452,4860974.323,135.48797,20CM
231738,652170.5594,4860975.87,134.92804,20CM
231739,652141.0329,4860978.618,135.29687,20CM
231740,652168.2983,4860976.09,134.87101,20CM
231741,652141.9091,4860974.183,135.43769,20CM
231742,652143.5754,4860970.059,135.37459,20CM
231743,652166.6064,4860972.608,134.92807,20CM
231744,652167.9991,4860973.159,134.89892,20CM
231745,652143.0705,4860970.518,135.39255,20CM
231746,652172.1654,4860977.002,135.00282,20CM
231747,652168.7859,4860976.349,134.96926,20CM
231748,652170.4163,4860975.424,135.10662,X
231749,652174.569,4860979.553,134.86888,20CM
231750,653448.7107,4859057.445,103.49587,20CM
231764,653422.0529,4859065.461,103.75225,20CM
231767,653442.0331,4859056.336,103.68005,20CM
231773,653421.4902,4859065.471,103.69616,20CM
231777,653421.8824,4859062.38,103.60061,20CM
231792,653444.8921,4859057.268,103.56614,20CM
231799,653420.3434,4859067.89,103.66355,20CM
231800,653449.8899,4859056.576,103.40902,20CM
231801,653450.1699,4859057.682,103.37338,20CM
231803,653420.3756,4859065.928,103.72753,20CM
231805,653423.0411,4859060.355,103.38243,20CM
231809,653422.3536,4859063.497,103.66146,20CM
231815,653441.2819,4859054.271,103.52551,20CM
231821,653421.1801,4859067.332,103.68593,20CM
231822,653446.0419,4859056.38,103.73774,X
231826,653447.9634,4859055.566,103.48123,20CM
231829,653442.7212,4859054.118,103.48787,20CM
231831,653446.5354,4859057.61,103.42847,20CM
231837,653444.3286,4859056.215,103.693,20CM
231838,653422.2985,4859064.842,103.76237,20CM
231843,653423.1136,4859062.013,103.62042,20CM
231847,653422.6478,4859063.179,103.63592,20CM
231848,653442.7647,4859056.844,103.71474,20CM
231849,653444.9852,4859054.735,103.51821,20CM
231855,653422.3754,4859061.397,103.60018,20CM
231858,653419.8175,4859066.782,103.74253,20CM
231859,653445.3786,4859056.566,103.76025,X
231862,653418.6075,4859068.218,103.77489,20CM
231869,653445.8697,4859055.023,103.52463,20CM
231870,653449.0296,4859055.286,103.6571,X
231871,653422.6778,4859062.823,103.59478,20CM
231874,653423.9551,4859061.477,103.69496,20CM
231876,653447.4172,4859054.995,103.55284,20CM
231880,653447.8389,4859055.062,103.53797,20CM
231884,653443.4358,4859055.742,103.69804,20CM
231886,653422.6319,4859064.014,103.8087,20CM
231894,653448.4704,4859055.03,103.59048,20CM
231895,653419.2945,4859067.688,103.73616,20CM
231907,653421.0305,4859064.693,103.69154,20CM
231908,653421.7301,4859064.087,103.6838,20CM
231909,653419.7888,4859069.207,103.62758,20CM
231915,653419.6117,4859068.056,103.67141,20CM
231921,653420.729,4859065.946,103.66335,20CM
231924,653423.0605,4859061.107,103.37436,20CM
231926,653419.9931,4859065.982,103.91653,X
231927,653450.3675,4859057.347,103.44221,20CM
231933,653440.836,4859055.785,103.61371,20CM
231936,653441.7373,4859054.133,103.49534,20CM
231944,653443.9387,4859054.877,103.71843,X
231950,652142.8331,4860973.989,135.44451,20CM
231951,652141.5539,4860977.754,135.38273,20CM
231952,652142.4101,4860975.61,135.45628,20CM
231953,652171.3804,4860977.947,134.95901,20CM
231954,652140.6182,4860979.015,135.26165,20CM
231955,652168.1263,4860974.113,135.09563,X
231956,652168.2833,4860974.627,134.9199,20CM
231957,652143.1022,4860971.709,135.4292,20CM
231958,652141.8939,4860977.092,135.67623,20CM
231959,652141.3463,4860975.283,135.41843,20CM
231960,652172.8105,4860976.507,134.91686,20CM
231961,652140.941,4860975.639,135.67014,20CM
231962,652142.8907,4860972.159,135.41995,20CM
231963,652171.9665,4860977.657,134.94276,20CM
231964,652142.751,4860971.069,135.43479,20CM
231965,652141.8319,4860975.028,135.39948,20CM
231966,652167.8796,4860975.709,134.9878,20CM
231967,652170.9495,4860975.577,134.98909,20CM
231968,652142.1391,4860973.51,135.43091,20CM
231969,652140.5528,4860976.944,135.36026,20CM
231970,652142.4777,4860972.309,135.48679,20CM
231971,652166.965,4860972.336,134.81806,20CM
231972,652168.2436,4860975.155,134.92325,20CM
231973,652173.1311,4860980.138,135.02414,20CM
231974,652141.9747,4860974.634,135.46295,20CM
231975,652166.6962,4860973.934,134.97575,20CM
231976,652140.1016,4860978.25,135.2841,20CM
231977,652142.8768,4860973.079,135.59598,X
231978,652173.712,4860977.943,134.98092,20CM
231979,652169.2785,4860975.718,134.93647,20CM
231980,652171.7176,4860978.071,134.93408,20CM
231981,652142.9558,4860974.277,135.4513,20CM
231982,652166.2876,4860973.662,134.95908,20CM
231983,652141.6673,4860976.49,135.18619,20CM
231984,652165.5361,4860973.177,134.92717,20CM
231985,652142.7005,4860970.278,135.37371,20CM
231986,652166.718,4860974.509,134.87903,20CM
231987,652170.6691,4860976.521,134.96366,20CM
231988,652143.1192,4860969.426,135.26205,20CM
231989,652170.0667,4860976.094,135.00119,20CM
231990,652140.4612,4860977.736,135.31118,20CM
231991,652143.8398,4860969.931,135.33554,20CM
231992,652143.7513,4860970.936,135.62171,X
231993,652169.1939,4860975.071,134.88182,20CM
231994,652173.034,4860977.431,134.9092,20CM
231995,652171.833,4860976.014,135.14911,20CM
231996,652171.4395,4860977.109,135.02669,20CM
231997,652143.7885,4860971.639,135.45732,20CM
231998,652172.8262,4860978.75,135.06013,20CM
231999,652167.2904,4860974.497,134.99956,20CM
